,n_estimators,min_samples_split,min_samples_leaf,max_depth,class_weight,train_avg_accuracy,train_avg_recall,train_avg_specificity,train_avg_f1,train_avg_precision,train_std_accuracy,train_std_recall,train_std_specificity,train_std_f1,train_std_precision,test_accuracy,test_recall,test_specificity,test_f1,test_precision,alpha_h,alpha_p,num_neighbor
0,260,2,8,30,,0.6431862054520572,0.05187249882037507,0.9929103451728416,0.09571095945089973,0.7568611738096798,0.03366645256782821,0.02004415745507536,0.001289584481681808,0.0349461261260248,0.06852270243334385,0.6887561108093427,0.054484492875104776,0.9927681799919646,0.1018808777429467,0.7831325301204819,0.01,0.01,1
0,440,6,2,25,,0.6733735356311814,0.22512309114485457,0.9334360009500127,0.3268067598329792,0.6357741591886737,0.022696646238447093,0.059929433334214716,0.006984144301058973,0.0712816844170503,0.07737686918607174,0.7251493753394894,0.2531433361274099,0.9513860988348735,0.3737623762376238,0.7139479905437353,0.01,0.01,1
0,260,2,8,30,,0.6419284048099299,0.05387148418760509,0.9902300202938616,0.09943999060605695,0.7347194118201971,0.03452021726553986,0.017065787324589056,0.002978047464489019,0.029856674439385715,0.08203799110824347,0.6914720260727866,0.06286672254819782,0.9927681799919646,0.1166407465007776,0.8064516129032258,0.01,0.012742749857031334,1
0,440,6,2,25,,0.677625247827297,0.239516078936009,0.9329228595304881,0.3440908941349101,0.6512171519263354,0.026742075743075296,0.061108025267387026,0.004835659560834702,0.06994415292981429,0.06382543207327161,0.7319391634980988,0.2673931265716681,0.954600241060667,0.3926153846153846,0.7384259259259259,0.01,0.012742749857031334,1
0,260,2,8,30,,0.6451626980825125,0.06452427271166758,0.9887129425103561,0.11596355707474902,0.7244037618121826,0.03469232826194694,0.02673799420368748,0.003705647081817537,0.04494620722745964,0.08118673374945198,0.6884845192829984,0.050293378038558254,0.9943752511048614,0.0947119179163378,0.8108108108108109,0.01,0.016237767391887217,1
0,440,6,2,25,,0.6800813562142606,0.2390696818008473,0.9360693525825845,0.3438387024947369,0.6533794067474669,0.02904723857081236,0.066953360534806,0.004944074127639596,0.07825326877345792,0.07452527583861297,0.7338403041825095,0.26906957250628666,0.9566090799517879,0.3958076448828606,0.7482517482517482,0.01,0.016237767391887217,1
0,260,2,8,30,,0.6407306565594255,0.05040912681875519,0.9904071712822733,0.09283923361173203,0.7251254718646023,0.034533691528060975,0.01891626909917902,0.0037200556370617192,0.03317777396575953,0.08140577579035727,0.6890277023356871,0.054484492875104776,0.9931699477701889,0.10196078431372547,0.7926829268292683,0.01,0.0206913808111479,1
0,440,6,2,25,,0.680740010156974,0.23446772988536257,0.9396597932650165,0.34313571889240413,0.6640634526571854,0.02555567861265781,0.05622392047450132,0.00406502374584497,0.07016361807303612,0.07600804877191891,0.7275936990765888,0.24224643755238895,0.9602249899558055,0.3655913978494624,0.7448453608247423,0.01,0.0206913808111479,1
0,260,2,8,30,,0.6415692381408721,0.05008435248426618,0.9912043561458074,0.0914692761954251,0.7023159155866555,0.03377101008932596,0.023400634736182147,0.0014443826868908547,0.040357832721542225,0.07011346583264903,0.6901140684410646,0.05951383067896061,0.9923664122137404,0.11067809820732659,0.7888888888888889,0.01,0.026366508987303583,1
0,440,6,2,25,,0.6784047095076737,0.244927096572847,0.9281652011426998,0.35048615113315673,0.6381483510438629,0.0270112401835465,0.05983345485162937,0.007927307033250954,0.07414562390556462,0.07632578842537678,0.7324823465507876,0.2640402347024308,0.9570108477300121,0.39009287925696595,0.7464454976303317,0.01,0.026366508987303583,1
0,260,2,8,30,,0.6441448200867073,0.05609340479822835,0.9912892174065189,0.10047769335615227,0.7045696906872557,0.03377712078121726,0.030608345883206656,0.0018399184610926212,0.05155883711038979,0.08072416074199915,0.6901140684410646,0.0586756077116513,0.9927681799919646,0.1092896174863388,0.7954545454545454,0.01,0.03359818286283781,1
0,440,6,2,25,,0.6853514628624877,0.2440066282180972,0.9402885809408214,0.35349542042182713,0.6746177848271295,0.02544858785366373,0.06114937121549577,0.004150317296308159,0.07471368903545102,0.067937386722478,0.7208039109179794,0.22967309304274938,0.9562073121735637,0.3477157360406092,0.7154046997389034,0.01,0.03359818286283781,1
0,260,2,8,30,,0.6419886150076464,0.047450493615563215,0.9931818698967955,0.0861765991426673,0.716710372960373,0.03316872574579678,0.026339384906306378,0.0006472771252005137,0.04531016798262393,0.06763510051211191,0.6895708853883759,0.057837384744341996,0.9923664122137404,0.10772833723653395,0.7840909090909091,0.01,0.04281332398719394,1
0,440,6,2,25,,0.6818179835824278,0.2246403149643963,0.9455038420875146,0.3317063379244276,0.6708766005747375,0.024086773640331276,0.0609199857492335,0.004051717809324995,0.0764474640562266,0.07684484345111002,0.7270505160239,0.22296730930427494,0.9686621132985135,0.3461288223812622,0.7732558139534884,0.01,0.04281332398719394,1
0,260,2,8,30,,0.6360591801543056,0.03126600502010613,0.9938909498314796,0.059227063292167655,0.693444228857952,0.033239822306380125,0.012526825330121479,0.0004014378257878937,0.022844738250360087,0.07314545444281417,0.6873981531776209,0.04861693210393965,0.9935717155484131,0.09155485398579322,0.7837837837837838,0.01,0.0545559478116852,1
0,440,6,2,25,,0.6803808865259419,0.2232880952953894,0.9445896853358748,0.3288306254505755,0.662629652555719,0.023435478268741386,0.060960173511377655,0.0042800991979882515,0.07846178956953155,0.07864949005397025,0.7297664312873439,0.24727577535624476,0.9610285255122539,0.37223974763406936,0.7525510204081632,0.01,0.0545559478116852,1
0,260,2,8,30,,0.6383351313664,0.03618612318741448,0.9943871732314681,0.06788207032010508,0.7107727798517273,0.03296136739089102,0.01663258568211512,0.0007555164933937872,0.029958117420869592,0.08370730286261406,0.686040195545899,0.04526404023470243,0.9931699477701889,0.08544303797468354,0.7605633802816901,0.01,0.06951927961775606,1
0,440,6,2,25,,0.6756499028775222,0.22309033093402586,0.9371991594788064,0.3245813029665474,0.6337614534548568,0.023467407093531102,0.06606307920776718,0.004177802270865217,0.08103053387615154,0.09494949641733257,0.737099402498642,0.26906957250628666,0.9614302932904781,0.3987577639751552,0.7697841726618705,0.01,0.06951927961775606,1
0,260,2,8,30,,0.6363586530819529,0.02949333628930215,0.9954176337688255,0.05607186631848089,0.7205947302941438,0.03328101270371786,0.012612011151693237,0.0005804493696984252,0.023198947110339586,0.07638918343662626,0.6887561108093427,0.053646269907795474,0.9931699477701889,0.10047095761381475,0.7901234567901234,0.01,0.08858667904100823,1
0,440,6,2,25,,0.6691212782867422,0.21628904438852692,0.930725270848908,0.3168535813661023,0.6169850011880463,0.02678038711521101,0.05680213994323829,0.006910468101641341,0.07125472930424355,0.07683595525734312,0.7259641499185225,0.24056999161777032,0.9586179188429088,0.36260265319014523,0.735897435897436,0.01,0.08858667904100823,1
0,260,2,8,30,,0.6358794820517087,0.031270940564795985,0.9936793466360897,0.05948803600034945,0.6904967159277503,0.03348599699063477,0.010945391078061275,0.0012282255263901644,0.020155539333802968,0.08266873994203588,0.6895708853883759,0.056160938809723386,0.9931699477701889,0.10493343774471418,0.7976190476190477,0.01,0.11288378916846889,1
0,440,6,2,25,,0.6694820517087531,0.2533066566116241,0.909010500012057,0.35509942781605364,0.5980710541104769,0.02513114385004619,0.05364147180323341,0.01319976920609694,0.06928351472343344,0.09203217212982555,0.7210755024443237,0.22967309304274938,0.9566090799517879,0.34793650793650793,0.7172774869109948,0.01,0.11288378916846889,1
0,260,2,8,30,,0.6345618298620775,0.026173947310124655,0.9947433586184546,0.050209191983015,0.6969788957478145,0.03367192804912496,0.008699697852384853,0.0006348844251651293,0.016216532676444226,0.07499603444410993,0.684682237914177,0.039396479463537304,0.9939734833266372,0.07490039840637451,0.7580645161290323,0.01,0.14384498882876628,1
0,440,6,2,25,,0.6561869887441217,0.19644565313818027,0.9220647759131686,0.29149133178611786,0.572480897829079,0.03256376312240655,0.05346816497709019,0.019251902722344963,0.07457735761764178,0.11764650290102201,0.7218902770233568,0.2112321877619447,0.9666532744073926,0.3298429319371728,0.7522388059701492,0.01,0.14384498882876628,1
0,260,2,8,30,,0.6337232052426054,0.02332202134689566,0.9953040185752791,0.04504660907441801,0.7141355021789804,0.034192191800837476,0.006135459511038879,0.0007175141804487155,0.011570737324317616,0.06266961102619997,0.6852254209668658,0.04107292539815591,0.9939734833266372,0.07796340493237869,0.765625,0.01,0.18329807108324356,1
0,440,6,2,25,,0.6729549908329006,0.20306660841368399,0.9451668892459582,0.3073610839200114,0.6474656852588121,0.026648055915903707,0.05282281515421927,0.011284112364478502,0.072732363488622,0.10307739924501716,0.7093970668115155,0.15926236378876782,0.9730815588589795,0.2620689655172414,0.7392996108949417,0.01,0.18329807108324356,1
